"cause","effect"
"SNIP1","EP300"
"SNIP1","PIAS2"
"SNIP1","SETDB1"
"SNIP1","ZMYM5"
"SNRNP35","ILK"
"SNRNP70","DDX17"
"SNRNP70","HTATSF1"
"SNRNP70","PRPF40A"
"SNRNP70","SRPK1"
"SNRPB","DDX20"
"SNRPB","LSM11"
"SNRPC","SNRNP70"
"SNRPD1","SNRPB"
"SNRPD1","SNRPD2"
"SNRPD1","WDR77"
"SNRPD2","DDX20"
"SNRPD2","EEF1G"
"SNRPD2","GEMIN5"
"SNRPD2","GEMIN6"
"SNRPD2","GEMIN7"
"SNRPD2","SNRPF"
"SNRPD2","STXBP2"
"SNRPD2","STXBP3"
"SNRPD3","GEMIN5"
"SNRPD3","SNRPE"
"SNRPD3","SNRPG"
"SNRPD3","WDR77"
"SNRPF","PSMA3"
"SNRPG","TACC1"
"SNTA1","ABCA1"
"SNTA1","DGKZ"
"SNTA1","MAPK12"
"SNTA1","MAST1"
"SNTB1","ABCA1"
"SNTB1","DGKZ"
"SNTB1","DMD"
"SNTB1","SCN5A"
"SNTB1","UTRN"
"SNTB2","ABCA1"
"SNTB2","DGKZ"
"SNTB2","DMD"
"SNTB2","DTNA"
"SNTB2","UTRN"
"SNUPN","MEX3B"
"SNUPN","PAFAH1B2"
"SNW1","HDAC2"
"SNX1","INSR"
"SNX1","TK1"
"SNX1","UFD1L"
"SNX2","INSR"
"SNX2","PDCD6IP"
"SNX2","PDGFRB"
"SNX2","SNX1"
"SNX2","SNX4"
"SNX2","SNX6"
"SNX4","AGK"
"SNX4","BIN1"
"SNX4","INSR"
"SNX5","CDC37"
"SNX6","COIL"
"SNX6","EGFR"
"SNX6","INSR"
"SNX6","TGFBR2"
"SNX9","ADAM15"
"SOCS1","FYN"
"SOCS1","IGF1R"
"SOCS1","INSR"
"SOCS1","ITK"
"SOCS1","PIM2"
"SOCS1","TCEB2"
"SOCS1","VAV1"
"SOCS6","ACVR1"
"SOCS6","SMURF2"
"SOCS6","TCEB1"
"SOCS6","TGFBR1"
"SOCS6","TUBA1A"
"SOCS7","SORBS3"
"SON","PRPF40A"
"SON","SNIP1"
"SON","TRIP6"
"SON","YWHAB"
"SON","YWHAG"
"SORBS2","FLOT1"
"SORL1","GGA1"
"SORL1","GGA2"
"SORL1","LRPAP1"
"SORT1","GGA1"
"SOS1","ABI3"
"SOS1","CD2AP"
"SOS1","EGFR"
"SOS1","EPS8"
"SOS1","EPS8L1"
"SOS1","HRAS"
"SOS1","ITSN1"
"SOS1","LAT2"
"SOS1","MAPK1"
"SOS1","NCK2"
"SOS1","RANBP9"
"SOS1","RRAS"
"SOS1","SKAP2"
"SOS1","SNX9"
"SOS1","UBR1"
"SOS2","CD2AP"
"SOS2","HOOK2"
"SOS2","HRAS"
"SOS2","SNX9"
"SOX10","EGR2"
"SOX10","HHEX"
"SOX10","MEOX1"
"SOX5","SMAD7"
"SOX8","POU5F1"
"SOX8","UTF1"
"SOX9","MED12"
"SP1","AR"
"SP1","BCOR"
"SP1","E2F1"
"SP1","E2F3"
"SP1","ELF1"
"SP1","EP300"
"SP1","ETS1"
"SP1","GABPA"
"SP1","HCFC1"
"SP1","HDAC2"
"SP1","HMGA1"
"SP1","KLF10"
"SP1","KLF4"
"SP1","MEF2C"
"SP1","MEF2D"
"SP1","MIER1"
"SP1","MSX1"
"SP1","NCOR1"
"SP1","NFYA"
"SP1","NFYB"
"SP1","NR2F1"
"SP1","PER3"
"SP1","POGZ"
"SP1","POU2F1"
"SP1","PSMC5"
"SP1","PURA"
"SP1","RB1"
"SP1","RBBP4"
"SP1","RBL1"
"SP1","REL"
"SP1","SF3A1"
"SP1","SKIV2L2"
"SP1","SMAD3"
"SP1","SP3"
"SP1","SP4"
"SP1","TAF4"
"SP1","YY1"
"SP100","ETS1"
"SP3","E2F1"
"SP3","EP300"
"SP3","GABPA"
"SP3","HDAC2"
"SP3","RB1"
"SP3","RBBP4"
"SP3","SP1"
"SPAG9","MAP1LC3B"
"SPARC","HSPG2"
"SPARC","PLAT"
"SPEN","HDAC2"
"SPEN","RBBP4"
"SPG20","EPS15"
"SPG7","TRIM28"
"SPHK1","RPS6KC1"
"SPI1","ATF1"
"SPI1","CEBPD"
"SPI1","CEBPE"
"SPI1","ERG"
"SPI1","GATA1"
"SPI1","NFATC1"
"SPIB","IRF4"
"SPIB","SPI1"
"SPP1","PRKG1"
"SPRED1","DNAJB11"
"SPRED1","FAM118B"
"SPTAN1","CTNNA1"
"SPTAN1","FANCC"
"SPTAN1","SPTB"
"SPTB","CSRP3"
"SPTBN1","CPNE4"
"SPTBN1","CSNK2A1"
"SPTBN1","RINT1"
"SPTBN1","YWHAG"
"SPTBN4","ANK3"
"SPTBN4","DISC1"
"SPTBN4","GSK3B"
"SRC","ABL1"
"SRC","AFAP1L2"
"SRC","ANKRD11"
"SRC","ASAP1"
"SRC","CRMP1"
"SRC","DNM1"
"SRC","GIT1"
"SRC","HNRNPK"
"SRC","KHDRBS1"
"SRC","KIFAP3"
"SRC","PKD1"
"SRC","PRKCZ"
"SRC","PTPN1"
"SRC","SH3BP1"
"SRC","TRAF1"
"SRC","TRPV4"
"SRC","WBP11"
"SRC","YTHDC1"
"SREBF2","EP300"
"SREBF2","RAB11B"
"SRF","ARID2"
"SRF","RXRA"
"SRF","SIX5"
"SRGAP1","RHOA"
"SRGAP2","YWHAG"
"SRPK1","DHX9"
"SRPK1","SAFB"
"SRRM1","SRPK1"
"SRRM1","YWHAG"
"SSBP2","LDB1"
"SSRP1","CHD1"
"SSSCA1","RNF115"
"SSTR2","GNA14"
"SSTR5","DRD2"
"ST13","ASF1A"
"ST13","HSP90AA1"
"ST3GAL3","RPL8"
"STAM","HGS"
"STAM","PPP1CA"
"STAM","STAMBP"
"STAM","USP8"
"STAM2","DAZAP2"
"STAM2","EPS15"
"STAM2","HGS"
"STAM2","RNF11"
"STAM2","STAMBP"
"STAM2","UBA52"
"STAM2","USP8"
"STAM2","XRN1"
"STAMBP","CHMP1B"
"STAP1","SH3KBP1"
"STARD13","KIF1B"
"STAT1","CAMK2D"
"STAT1","EIF2AK2"
"STAT1","EP300"
"STAT1","GTF2I"
"STAT1","ING4"
"STAT1","IRF1"
"STAT1","IRF2"
"STAT1","IRF9"
"STAT1","MAPK14"
"STAT1","NMI"
"STAT1","PIAS1"
"STAT1","STAT2"
"STAT1","STAT5B"
"STAT1","XPO1"
"STAT1","ZNF467"
"STAT2","CREBBP"
"STAT2","IRF9"
"STAT3","AR"
"STAT3","BHLHE40"
"STAT3","BRCA1"
"STAT3","CREBBP"
"STAT3","CRYAB"
"STAT3","EP300"
"STAT3","FER"
"STAT3","GTF2I"
"STAT3","HSPB1"
"STAT3","HUWE1"
"STAT3","KAT5"
"STAT3","KPNA1"
"STAT3","KPNA6"
"STAT3","MAP3K7"
"STAT3","MAPK1"
"STAT3","MAPK8"
"STAT3","NCOA1"
"STAT3","NDUFA13"
"STAT3","NFKB1"
"STAT3","NR3C1"
"STAT3","PIAS3"
"STAT3","PTMA"
"STAT3","RPS6KA5"
"STAT3","SEC31A"
"STAT3","STAT5B"
"STAT3","ZNF148"
"STAT3","ZNF467"
"STAT4","MAP2K6"
"STAT4","NMI"
"STAT5A","BRCA2"
"STAT5A","EP300"
"STAT5A","MAPK1"
"STAT5A","NMI"
"STAT5A","STAT5B"
"STAT5B","CENPJ"
"STAT5B","ETS1"
"STAT5B","NR3C1"
"STAU1","DHX9"
"STAU1","FMR1"
"STAU1","HNRNPU"
"STAU1","PABPN1"
"STAU1","RPL6"
"STIP1","HSP90AA1"
"STIP1","PTGES3"
"STK11","CDC37"
"STK11","PTEN"
"STK11","RPS6KA5"
"STK11","TNIP2"
"STK3","DDAH2"
"STK3","RAF1"
"STK35","SMURF1"
"STK38","YWHAB"
"STK4","LATS1"
"STMN1","CDKN1B"
"STMN2","CEP70"
"STON2","ITSN1"
"STRAP","PDPK1"
"STRN","ATF7IP"
"STRN","PPP2CA"
"STRN4","CALM1"
"STRN4","MIF"
"STRN4","PPP2R1A"
"STUB1","BAG1"
"STUB1","HSP90AA1"
"STUB1","HSPA1A"
"STUB1","HSPA4"
"STUB1","HSPA8"
"STUB1","KHDRBS1"
"STUB1","PSMD4"
"STUB1","SMURF1"
"STUB1","TGFBR1"
"STUB1","UBB"
"STUB1","UBE2D1"
"STX18","BNIP1"
"STX1A","CDK5"
"STX3","STXBP2"
"STX4","ACTB"
"STX4","NAPA"
"STX4","RAB11A"
"STX4","SNAP23"
"STX4","STXBP3"
"STX4","VAMP2"
"STX5","NSFL1C"
"STX6","EEA1"
"STX6","SNAP23"
"STX7","MAPK6"
"STX8","VTI1B"
"STXBP1","CDK5R1"
"STXBP2","DDX20"
"STXBP2","SNRPB"
"STXBP3","DDX20"
"STXBP3","SMN1"
"STXBP3","SNRPB"
"SUFU","SETDB1"
"SUMO2","C10orf2"
"SUMO4","DNAJA1"
"SURF2","RPL5"
"SUV39H1","HDAC1"
"SUV39H1","RB1"
"SUV39H2","CEP70"
"SUV39H2","RASSF1"
"SVEP1","ZFYVE9"
"SWAP70","SH3GL1"
"SYK","CD3E"
"SYK","CD79B"
"SYK","FCGR2A"
"SYK","FGR"
"SYK","FYN"
"SYK","HCLS1"
"SYK","LAT"
"SYK","LAX1"
"SYK","LCK"
"SYK","LCP2"
"SYK","LYN"
"SYK","MAP4K1"
"SYK","NFAM1"
"SYK","PAG1"
"SYK","PIK3AP1"
"SYK","PLCG2"
"SYK","PTK2B"
"SYK","SLA"
"SYK","SNCA"
"SYN1","MAPK3"
"SYNCRIP","IVNS1ABP"
"SYNCRIP","KLHL3"
"SYNCRIP","SMN1"
"SYNE1","DISC1"
"SYNE1","EMD"
"SYNE1","LMNA"
"SYNGAP1","ULK2"
"SYNJ1","AMPH"
"SYNJ1","CDK5"
"SYNJ1","EPS15"
"SYNJ1","ITSN1"
"SYNJ1","SH3GL1"
"SYNJ2BP","SYNJ2"
"SYP","VAMP2"
"SYT1","SNAP25"
"SYT1","STON2"
"SYT1","SYT4"
"SYT1","ZDHHC17"
"SYT11","MYLK"
"SYT2","KLHL3"
"SYT2","WNK1"
"SYT4","STX1A"
"SYTL1","RAB27A"
"SYTL2","RAB27A"
"TAC3","UBR1"
"TACC1","KAT2A"
"TACC3","KAT2A"
"TACR1","GPRASP1"
"TACR1","GRK5"
"TAF1","CCNA2"
"TAF1","GTF2A1"
"TAF1","GTF2F1"
"TAF1","HMGB1"
"TAF1","HSF1"
"TAF1","MEF2C"
"TAF1","MSX1"
"TAF1","RB1"
"TAF1","RBL1"
"TAF1","RBL2"
"TAF1","TAF10"
"TAF1","TAF2"
"TAF1","TAF4"
"TAF1","TAF5"
"TAF1","TAF7"
"TAF10","PSMC5"
"TAF10","TAF11"
"TAF10","TAF13"
"TAF10","TAF2"
"TAF10","TAF3"
"TAF10","TAF4"
"TAF10","TAF6"
"TAF10","TAF9"
"TAF11","TAF10"
"TAF11","TAF5"
"TAF11","TAF9"
"TAF15","SAFB"
"TAF1B","RRN3"
"TAF1B","TAF1A"
"TAF1B","TRIM24"
"TAF1D","CEP70"
"TAF1D","UBE2D1"
"TAF4","CBX5"
"TAF4","TAF2"
"TAF5","TAF2"
"TAF6","TAF10"
"TAF9","TAF10"
"TAF9","TAF11"
"TAF9","TAF12"
"TAL1","KAT2B"
"TAL1","LMO1"
"TANC1","CAMK2A"
"TANC1","SPTAN1"
"TANK","IKBKG"
"TANK","MAP4K5"
"TANK","TBK1"
"TANK","USP7"
"TAP2","TAP1"
"TAPBP","COPB1"
"TAPBP","HLA-A"
"TAPBP","TAP1"
"TARBP2","EIF2AK2"
"TARBP2","RBM14"
"TASP1","GTF2A1"
"TAX1BP1","BRD7"
"TAX1BP1","PRKG1"
"TAX1BP1","RNF11"
"TAX1BP1","TBC1D17"
"TBC1D1","YWHAG"
"TBC1D4","EP400"
"TBCB","USP7"
"TBK1","CDC37"
"TBK1","HSP90AB1"
"TBL3","AURKB"
"TBL3","SFN"
"TBP","ABT1"
"TBP","BTAF1"
"TBP","CAND2"
"TBP","DR1"
"TBP","GTF2E1"
"TBP","NFYB"
"TBP","SUB1"
"TBP","TAF11"
"TBP","TAF12"
"TBP","TAF1A"
"TBP","TAF1B"
"TBP","TAF5"
"TBP","ZNF76"
"TBPL1","GTF2A2"
"TBXA2R","GNA13"
"TBXA2R","RAB11A"
"TBXA2R","YWHAZ"
"TCAP","MDM2"
"TCEA1","GTF2E1"
"TCEA2","DNAJB9"
"TCEB1","LRRC41"
"TCEB2","SOCS6"
"TCEB2","TCEB1"
"TCEB2","TCEB3"
"TCEB2","VHL"
"TCEB3","MED21"
"TCEB3B","CBX5"
"TCERG1","POLR2A"
"TCERG1","SETDB1"
"TCERG1","SF1"
"TCF12","CREBBP"
"TCF12","EP300"
"TCF12","ID1"
"TCF20","RNF4"
"TCF20","SMAD1"
"TCF25","RPS10"
"TCF3","EP300"
"TCF3","ID1"
"TCF3","ID2"
"TCF3","ID3"
"TCF3","KAT2B"
"TCF3","LYL1"
"TCF3","TFPT"
"TCF3","TWIST1"
"TCF3","UBE2I"
"TCF4","AR"
"TCF4","EP300"
"TCF4","ID3"
"TCF4","ID4"
"TCF4","MSC"
"TCF4","RUNX1T1"
"TCF7L2","EP300"
"TDG","EP300"
"TDG","PML"
"TDG","RAD23B"
"TDG","SNIP1"
"TEAD1","MEF2B"
"TEC","LYN"
"TEC","STAP1"
"TEC","VAV1"
"TEK","ANGPT1"
"TEK","ANGPT2"
"TEK","PIK3R1"
"TEK","PTPN11"
"TEK","PTPRB"
"TERF1","KPNB1"
"TERF1","SMAD9"
"TERF1","TNKS2"
"TERF1","ZHX1"
"TERT","MCRS1"
"TF","CANX"
"TFAP2A","CITED4"
"TFAP2A","EP300"
"TFAP2A","RB1"
"TFCP2","COIL"
"TFCP2","RNF2"
"TFDP1","E2F3"
"TFDP1","E2F6"
"TFDP1","SERTAD2"
"TFDP2","E2F1"
"TFDP2","E2F3"
"TFG","PLSCR1"
"TFG","TRIM25"
"TFRC","ACAP1"
"TFRC","CD247"
"TFRC","GABARAP"
"TFRC","VCL"
"TGFA","GORASP2"
"TGFA","SDCBP"
"TGFB1","BGN"
"TGFB1","CTGF"
"TGFB1","DCN"
"TGFB1","DPT"
"TGFB1","LTBP3"
"TGFB1","LTBP4"
"TGFB1","SPARC"
"TGFB1","TGFBR2"
"TGFB1I1","EP300"
"TGFB2","CTGF"
"TGFB2","TGFBR1"
"TGFB2","TGFBR2"
"TGFB3","CTGF"
"TGFBI","COL4A1"
"TGFBI","COL4A2"
"TGFBI","FN1"
"TGFBR1","ACVR1"
"TGFBR1","ARL8B"
"TGFBR1","BTBD2"
"TGFBR1","CDC20"
"TGFBR1","CDK6"
"TGFBR1","CDKL1"
"TGFBR1","CTNNB1"
"TGFBR1","CUL5"
"TGFBR1","DAB2"
"TGFBR1","DUSP13"
"TGFBR1","ENC1"
"TGFBR1","FBXO34"
"TGFBR1","GNB2"
"TGFBR1","LIMS1"
"TGFBR1","MYO3A"
"TGFBR1","NEK6"
"TGFBR1","OXSR1"
"TGFBR1","PLEKHJ1"
"TGFBR1","PPP6C"
"TGFBR1","PRPF4"
"TGFBR1","RAB25"
"TGFBR1","RAB33B"
"TGFBR1","RHOH"
"TGFBR1","RPS27A"
"TGFBR1","SMURF2"
"TGFBR1","SQSTM1"
"TGFBR1","STX8"
"TGFBR1","TNNT1"
"TGFBR1","UBA52"
"TGFBR1","UBXN1"
"TGFBR1","USP45"
"TGFBR1","WDR61"
"TGFBR2","ARHGEF6"
"TGFBR2","ARHGEF7"
"TGFBR2","CCNB2"
"TGFBR2","CTNNB1"
"TGFBR2","DAB2"
"TGFBR2","DAXX"
"TGFBR2","PIK3R1"
"TGFBR2","TGFBR1"
"TGFBR2","TGFBRAP1"
"TGFBR2","ZFYVE9"
"TGFBR3","TGFB2"
"TGFBRAP1","TGFBR1"
"TGFBRAP1","TGFBR2"
"TGIF1","HMGB1"
"TGM2","ACTB"
"TGOLN2","AP1M1"
"TGOLN2","PRKD2"
"TGS1","COIL"
"TGS1","EP300"
"THAP1","PAWR"
"THAP1","QKI"
"THAP1","ZNF408"
"THAP7","CCDC85B"
"THAP7","EHMT2"
"THAP7","MAP1LC3B"
"THAP7","MDFI"
"THAP7","SET"
"THBD","SERPINE1"
"THBS1","COL1A1"
"THBS1","CORO1A"
"THBS1","DCN"
"THBS1","FN1"
"THBS1","IGFBP5"
"THBS1","JAG1"
"THBS1","LRP1"
"THBS1","PDGFB"
"THBS1","SPARC"
"THRA","MED1"
"THRB","COPS2"
"THRB","CTCF"
"THRB","HDAC2"
"THRB","MED21"
"THRB","NCOA1"
"THRB","NCOA2"
"THRB","NCOA3"
"THRB","NCOA6"
"THRB","NCOR1"
"THRB","TRIP10"
"THRB","TRIP4"
"THY1","FYN"
"TIAM1","PARD3"
"TIAM1","YWHAG"
"TIAM2","ANXA7"
"TIAM2","H2AFX"
"TIAM2","TK1"
"TIAM2","UFD1L"
"TICAM1","IKBKE"
"TICAM1","PIAS4"
"TICAM2","TRAF6"
"TIE1","TEK"
"TIRAP","DNAJC3"
"TIRAP","EIF2AK2"
"TIRAP","SOCS1"
"TIRAP","TRAF6"
"TJP1","CLDN1"
"TJP1","CLDN7"
"TJP1","CNKSR2"
"TJP1","CTNNA1"
"TJP1","EGFR"
"TJP1","GJA1"
"TJP1","PTPN14"
"TJP1","TJP2"
"TJP2","YWHAG"
"TK1","AAMP"
"TK1","ASNA1"
"TK1","C19orf60"
"TK1","CDK4"
"TK1","CDKN1A"
"TK1","COPS6"
"TK1","CPSF3L"
"TK1","JMJD1C"
"TK1","PDE4DIP"
"TK1","PPP4C"
"TK1","RUVBL1"
"TK1","TTC38"
"TK1","WDR60"
"TLE1","TLE2"
"TLE2","H3F3A"
"TLK1","ASF1A"
"TLN1","CIRBP"
"TLN1","GAPDH"
"TLN1","HNRNPK"
"TLN1","TES"
"TLN1","VCL"
"TLR1","TLR10"
"TLR1","TLR2"
"TLR1","TLR4"
"TLR1","TLR9"
"TLR10","MYD88"
"TLR10","PTPN6"
"TLR10","TLR2"
"TLR2","RIPK2"
"TLR3","MYD88"
"TLR3","TICAM2"
"TLR3","TRAF6"
"TLR4","BCL10"
"TLR4","IRAK2"
"TLR4","LY96"
"TLR4","MYD88"
"TLR4","RIPK2"
"TLR4","SIGIRR"
"TLR4","SYK"
"TLR4","TIRAP"
"TLR4","TOLLIP"
"TLR5","TLR1"
"TLR6","BTK"
"TLR6","TLR2"
"TLR6","TRAP1"
"TLR7","MYD88"
"TLR7","PRKG1"
"TLR8","BTK"
"TLR8","MYD88"
"TLR9","BTK"
"TLR9","MAPK8IP3"
"TMED2","ARFGAP1"
"TMED2","GORASP2"
"TMOD3","MAP1LC3B"
"TMPO","LMNA"
"TMPO","RB1"
"TMPO","USP7"
"TNC","CNTN1"
"TNC","EGFR"
"TNC","PTPRB"
"TNFAIP3","LAPTM5"
"TNFAIP3","RNF11"
"TNFAIP3","YWHAG"
"TNFAIP3","ZFAND5"
"TNFRSF10A","CASP8"
"TNFRSF10A","FADD"
"TNFRSF10A","RASSF1"
"TNFRSF10A","RIPK1"
"TNFRSF10A","TRADD"
"TNFRSF10B","CFLAR"
"TNFRSF10B","FADD"
"TNFRSF10B","TNFRSF10A"
"TNFRSF10D","TNFRSF10B"
"TNFRSF11A","CBL"
"TNFRSF11A","CBLB"
"TNFRSF11A","MAP3K7"
"TNFRSF11A","TRAF6"
"TNFRSF11B","FN1"
"TNFRSF11B","THBS1"
"TNFRSF11B","VWF"
"TNFRSF12A","RAC1"
"TNFRSF12A","TNFSF12"
"TNFRSF12A","TRAF2"
"TNFRSF13B","TRAF2"
"TNFRSF13C","TNFSF13B"
"TNFRSF13C","TRAF3IP3"
"TNFRSF14","DYNLL1"
"TNFRSF14","ITFG1"
"TNFRSF14","MBTPS1"
"TNFRSF14","NRIP1"
"TNFRSF14","SERPINA4"
"TNFRSF14","VIM"
"TNFRSF17","TRAF1"
"TNFRSF19","TRAF2"
"TNFRSF19","TRAF5"
"TNFRSF19","TRAF6"
"TNFRSF1A","BAG4"
"TNFRSF1A","ERN1"
"TNFRSF1A","FANCD2"
"TNFRSF1A","LTBP3"
"TNFRSF1A","RIPK2"
"TNFRSF1A","SON"
"TNFRSF1B","BMX"
"TNFRSF1B","CAV1"
"TNFRSF1B","CSNK1A1"
"TNFRSF1B","LTA"
"TNFRSF1B","TNF"
"TNFRSF1B","TRAF1"
"TNFRSF1B","TRAF2"
"TNFRSF21","TRADD"
"TNFRSF21","WASH2P"
"TNFRSF25","BAG4"
"TNFRSF25","MAPK1"
"TNFRSF25","TNFSF12"
"TNFRSF25","TRADD"
"TNFRSF25","TRAF2"
"TNFRSF4","SIVA1"
"TNFRSF4","TRAF1"
"TNFRSF4","TRAF2"
"TNFRSF6B","TNFSF15"
"TNFRSF8","TNFSF8"
"TNFRSF8","TRAF1"
"TNFRSF8","TRAF2"
"TNFRSF9","TRAF1"
"TNFRSF9","TRAF3"
"TNFSF11","PLK1"
"TNFSF12","AGGF1"
"TNFSF14","LTB"
"TNFSF14","TNFRSF14"
"TNIP1","MAPK1"
"TNIP2","IKBKG"
"TNK2","RPL18A"
"TNK2","WWOX"
"TNNI2","TNNT3"
"TNNI3","TNNT1"
"TNNT1","CCDC85B"
"TNNT1","CHD3"
"TNNT1","FXR2"
"TNNT1","HAP1"
"TNNT1","TNNI2"
"TNNT1","TNNI3"
"TNNT1","UBE2D1"
"TNPO1","NUP214"
"TNPO1","PABPN1"
"TNPO1","RGPD5"
"TNPO2","ELAVL1"
"TNR","CNTN1"
"TOB1","CNOT7"
"TOLLIP","ATXN1"
"TOLLIP","SETDB1"
"TOLLIP","TOM1"
"TOLLIP","XRN2"
"TOM1L1","GSN"
"TOM1L1","HNRNPH1"
"TOM1L1","RAB18"
"TOM1L1","TSG101"
"TOMM20","CDC73"
"TOMM20","HAP1"
"TOMM70A","PDPK1"
"TOP1","BTBD1"
"TOP1","BTBD2"
"TOP2A","DHX9"
"TOP2A","HDAC1"
"TOP2A","PDPK1"
"TOP2A","PIN1"
"TOP2A","RB1"
"TOP2A","SRPK1"
"TOP2A","XPO1"
"TOP2B","TOPBP1"
"TOP2B","XPO1"
"TOP2B","XRCC5"
"TOP3B","SNRPB"
"TOPBP1","PML"
"TOPBP1","POLE"
"TOPBP1","TBC1D4"
"TOPORS","SNIP1"
"TOPORS","TOP1"
"TOX4","HIPK3"
"TP53","ERCC3"
"TP53","TFDP1"
"TP53","TOPORS"
"TP53BP1","EP300"
"TP53BP1","PAXIP1"
"TP53BP2","YAP1"
"TP53BP2","YWHAG"
"TP63","EP300"
"TP73","CDK2"
"TPI1","CDKN2A"
"TPI1","CFL1"
"TPI1","MAPK6"
"TPM1","PKD2"
"TPM3","NEK2"
"TPM4","TCERG1"
"TPR","HTT"
"TPT1","RPLP1"
"TRA2A","C11orf58"
"TRA2A","NUDT21"
"TRA2A","YWHAG"
"TRADD","BIRC2"
"TRADD","DAPK1"
"TRADD","HIPK2"
"TRADD","KRT14"
"TRADD","TNFRSF1A"
"TRADD","TRAF1"
"TRAF1","BIRC3"
"TRAF1","CASP10"
"TRAF1","CASP8"
"TRAF1","CFLAR"
"TRAF1","RNF31"
"TRAF1","SRC"
"TRAF1","TNFAIP3"
"TRAF1","TNFRSF14"
"TRAF2","AASDHPPT"
"TRAF2","ABLIM1"
"TRAF2","ATXN1"
"TRAF2","BANP"
"TRAF2","BCL10"
"TRAF2","BIRC2"
"TRAF2","CASP8"
"TRAF2","CAV1"
"TRAF2","CCDC130"
"TRAF2","CDCA3"
"TRAF2","CDK9"
"TRAF2","CHMP2B"
"TRAF2","CHUK"
"TRAF2","CRY1"
"TRAF2","DVL2"
"TRAF2","ERN1"
"TRAF2","FBF1"
"TRAF2","FBXO28"
"TRAF2","FXR2"
"TRAF2","GORASP2"
"TRAF2","IPO11"
"TRAF2","LZTS2"
"TRAF2","MAP3K5"
"TRAF2","MAP4K2"
"TRAF2","MAP4K5"
"TRAF2","MAPK9"
"TRAF2","NECAP2"
"TRAF2","NRIP1"
"TRAF2","NUDT18"
"TRAF2","PIN1"
"TRAF2","PKN1"
"TRAF2","RAD23A"
"TRAF2","RGS14"
"TRAF2","RIBC2"
"TRAF2","RIPK1"
"TRAF2","SETD5"
"TRAF2","SPHK1"
"TRAF2","SPRY2"
"TRAF2","TANK"
"TRAF2","TBK1"
"TRAF2","TCEA2"
"TRAF2","TNFRSF14"
"TRAF2","TNFRSF18"
"TRAF2","TRADD"
"TRAF2","TRAF1"
"TRAF2","TRAF6"
"TRAF2","TRAIP"
"TRAF2","UBXN11"
"TRAF2","USP7"
"TRAF2","ZFAND6"
"TRAF2","ZMIZ1"
"TRAF3","CD40"
"TRAF3","SRC"
"TRAF3","TANK"
"TRAF3","TRADD"
"TRAF3IP2","MAP3K7"
"TRAF5","TRAF3"
"TRAF6","ABL1"
"TRAF6","CYLD"
"TRAF6","ECSIT"
"TRAF6","IRAK2"
"TRAF6","IRAK4"
"TRAF6","MAP2K1"
"TRAF6","MAP2K7"
"TRAF6","MAP3K3"
"TRAF6","MAP3K5"
"TRAF6","MAP3K7"
"TRAF6","OTUD7B"
"TRAF6","PRKCZ"
"TRAF6","PSMC1"
"TRAF6","PSMC3"
"TRAF6","PSMD1"
"TRAF6","RIPK2"
"TRAF6","TIFA"
"TRAF6","TNFAIP3"
"TRAF6","TRAF3IP2"
"TRAF6","TRAF4"
"TRAF6","TRIM37"
"TRAF6","USP7"
"TRAF6","XIAP"
"TRAF6","ZFAND5"
"TRAF6","ZMYND11"
"TRAFD1","TRAF1"
"TRAK1","POLR2A"
"TRAK2","OGT"
"TRAM2","GTF2F2"
"TRAP1","EXT2"
"TRAP1","RB1"
"TRAP1","TGFBR2"
"TRAT1","CD3E"
"TRAT1","FYN"
"TRAT1","LCK"
"TRAT1","LYN"
"TRAT1","PIK3R1"
"TRDMT1","COPS6"
"TREM2","TYROBP"
"TREX1","PRKDC"
"TRH","ARRB2"
"TRIM11","MED15"
"TRIM11","TRIM27"
"TRIM2","MYO5A"
"TRIM23","POM121"
"TRIM23","TRIM27"
"TRIM23","TRIM32"
"TRIM24","CBX1"
"TRIM24","CBX3"
"TRIM24","CBX5"
"TRIM24","GTF2E1"
"TRIM24","TAF1B"
"TRIM24","TAF7"
"TRIM24","TRIM33"
"TRIM28","SERTAD2"
"TRIM32","MID2"
"TRIM37","FXR2"
"TRIM37","MCM10"
"TRIM37","NUDT18"
"TRIM37","PNKP"
"TRIM5","TRIM6"
"TRIO","PTK2"
"TRIP11","RB1"
"TRIP12","ATF7IP"
"TRIP6","ATXN1"
"TRIP6","CATSPER1"
"TRIP6","FHL3"
"TRIP6","PDLIM4"
"TRMT2A","ANXA7"
"TRMT2A","GADD45G"
"TRMT2A","PIN1"
"TRMT2A","TK1"
"TRPC1","BMPR2"
"TRPC1","PKD2"
"TRPC3","PRKG1"
"TRPC3","SLC8A1"
"TRPC3","TRPC1"
"TRPC4","TJP1"
"TRPC4","TRPC1"
"TRPC6","FYN"
"TRPC6","TRPC3"
"TRPV4","HCK"
"TRRAP","EP400"
"TSC1","YWHAG"
"TSC1","YWHAQ"
"TSC22D1","TLE1"
"TSC22D1","UBE2D1"
"TSG101","DAXX"
"TSG101","MDM2"
"TSHR","JAK2"
"TSNAX","AKAP9"
"TSPAN4","CD46"
"TSPAN4","CD81"
"TSPAN4","ITGA6"
"TSPAN4","ITGB1"
"TSPO","DBI"
"TSPYL4","CCDC85B"
"TTC17","ACVR1"
"TTC17","SMURF1"
"TTC3","UBE3A"
"TTF1","BAZ2A"
"TTF1","NFATC3"
"TTF2","CDC5L"
