"cause","effect"
"hsa-miR-194-5p","LRRC4C"
"hsa-miR-194-5p","MAP1B"
"hsa-miR-194-5p","MAP2"
"hsa-miR-194-5p","MAP3K3"
"hsa-miR-194-5p","MDFIC"
"hsa-miR-194-5p","MEF2C"
"hsa-miR-194-5p","MIB1"
"hsa-miR-194-5p","MKNK2"
"hsa-miR-194-5p","NRP1"
"hsa-miR-194-5p","PDE4D"
"hsa-miR-194-5p","PPFIBP1"
"hsa-miR-194-5p","PTBP1"
"hsa-miR-194-5p","PTPN12"
"hsa-miR-194-5p","QKI"
"hsa-miR-194-5p","SCAMP1"
"hsa-miR-194-5p","SNAP91"
"hsa-miR-194-5p","TBPL1"
"hsa-miR-194-5p","TGFBR1"
"hsa-miR-194-5p","THBS1"
"hsa-miR-194-5p","TRIM23"
"hsa-miR-194-5p","ZEB1"
"hsa-miR-194-5p","ZFHX3"
"hsa-miR-195-5p","ABCF3"
"hsa-miR-195-5p","ABI2"
"hsa-miR-195-5p","ADRB2"
"hsa-miR-195-5p","ALDOA"
"hsa-miR-195-5p","ALX4"
"hsa-miR-195-5p","BACH2"
"hsa-miR-195-5p","BTG2"
"hsa-miR-195-5p","CCL4"
"hsa-miR-195-5p","CHEK1"
"hsa-miR-195-5p","CNKSR2"
"hsa-miR-195-5p","CNN1"
"hsa-miR-195-5p","CTGF"
"hsa-miR-195-5p","DYNLL2"
"hsa-miR-195-5p","EFNB2"
"hsa-miR-195-5p","ELN"
"hsa-miR-195-5p","FBXW7"
"hsa-miR-195-5p","FGF1"
"hsa-miR-195-5p","FGF2"
"hsa-miR-195-5p","FGF7"
"hsa-miR-195-5p","FOXO1"
"hsa-miR-195-5p","GRM7"
"hsa-miR-195-5p","HMGA1"
"hsa-miR-195-5p","HNRNPA1"
"hsa-miR-195-5p","HOXA10"
"hsa-miR-195-5p","HOXA3"
"hsa-miR-195-5p","HPCAL4"
"hsa-miR-195-5p","IGF1"
"hsa-miR-195-5p","IRS1"
"hsa-miR-195-5p","LIPE"
"hsa-miR-195-5p","MAPK1IP1L"
"hsa-miR-195-5p","MEOX2"
"hsa-miR-195-5p","MYLK"
"hsa-miR-195-5p","NAB1"
"hsa-miR-195-5p","NLRP1"
"hsa-miR-195-5p","PAK7"
"hsa-miR-195-5p","PCMT1"
"hsa-miR-195-5p","PCSK5"
"hsa-miR-195-5p","PDE3B"
"hsa-miR-195-5p","PELI2"
"hsa-miR-195-5p","PHF21A"
"hsa-miR-195-5p","PHYHIP"
"hsa-miR-195-5p","PIM1"
"hsa-miR-195-5p","PLAGL1"
"hsa-miR-195-5p","PLSCR4"
"hsa-miR-195-5p","PRELP"
"hsa-miR-195-5p","PRKAA1"
"hsa-miR-195-5p","PRPH2"
"hsa-miR-195-5p","PSMD7"
"hsa-miR-195-5p","PTGFR"
"hsa-miR-195-5p","PTPRM"
"hsa-miR-195-5p","RELN"
"hsa-miR-195-5p","RNF138"
"hsa-miR-195-5p","RORA"
"hsa-miR-195-5p","RPL14"
"hsa-miR-195-5p","RYBP"
"hsa-miR-195-5p","SGK1"
"hsa-miR-195-5p","SH3BP5"
"hsa-miR-195-5p","SOBP"
"hsa-miR-195-5p","SPTBN1"
"hsa-miR-195-5p","SVEP1"
"hsa-miR-195-5p","TACC1"
"hsa-miR-195-5p","TGFBR3"
"hsa-miR-195-5p","TPT1"
"hsa-miR-195-5p","TRAK1"
"hsa-miR-195-5p","TXNIP"
"hsa-miR-195-5p","VIM"
"hsa-miR-195-5p","ZBTB16"
"hsa-miR-196a-5p","ACTB"
"hsa-miR-196a-5p","ACTG1"
"hsa-miR-196a-5p","AKT3"
"hsa-miR-196a-5p","ANXA1"
"hsa-miR-196a-5p","BMP7"
"hsa-miR-196a-5p","BNC2"
"hsa-miR-196a-5p","CAMK4"
"hsa-miR-196a-5p","CANX"
"hsa-miR-196a-5p","CCND1"
"hsa-miR-196a-5p","CCND2"
"hsa-miR-196a-5p","CD55"
"hsa-miR-196a-5p","CDH1"
"hsa-miR-196a-5p","CDK4"
"hsa-miR-196a-5p","CLCN5"
"hsa-miR-196a-5p","CLK2"
"hsa-miR-196a-5p","CLSTN1"
"hsa-miR-196a-5p","COL1A1"
"hsa-miR-196a-5p","COL1A2"
"hsa-miR-196a-5p","COL3A1"
"hsa-miR-196a-5p","DKK1"
"hsa-miR-196a-5p","EID1"
"hsa-miR-196a-5p","ENAH"
"hsa-miR-196a-5p","EPB41"
"hsa-miR-196a-5p","F2RL2"
"hsa-miR-196a-5p","FAM46C"
"hsa-miR-196a-5p","FBN1"
"hsa-miR-196a-5p","FBXO28"
"hsa-miR-196a-5p","FLNC"
"hsa-miR-196a-5p","GAS7"
"hsa-miR-196a-5p","GATA6"
"hsa-miR-196a-5p","GNB5"
"hsa-miR-196a-5p","GOT2"
"hsa-miR-196a-5p","HOXB7"
"hsa-miR-196a-5p","HOXC8"
"hsa-miR-196a-5p","HOXD8"
"hsa-miR-196a-5p","JAM3"
"hsa-miR-196a-5p","KLHL23"
"hsa-miR-196a-5p","LBR"
"hsa-miR-196a-5p","LRP2"
"hsa-miR-196a-5p","LRRC41"
"hsa-miR-196a-5p","LSP1"
"hsa-miR-196a-5p","MCL1"
"hsa-miR-196a-5p","MOAP1"
"hsa-miR-196a-5p","NME4"
"hsa-miR-196a-5p","NR4A2"
"hsa-miR-196a-5p","NRBF2"
"hsa-miR-196a-5p","NRXN3"
"hsa-miR-196a-5p","PALLD"
"hsa-miR-196a-5p","PDGFRA"
"hsa-miR-196a-5p","PDLIM5"
"hsa-miR-196a-5p","PEG10"
"hsa-miR-196a-5p","PLAT"
"hsa-miR-196a-5p","POGZ"
"hsa-miR-196a-5p","PPP4C"
"hsa-miR-196a-5p","PRSS23"
"hsa-miR-196a-5p","RFX5"
"hsa-miR-196a-5p","RPS15A"
"hsa-miR-196a-5p","SCAMP1"
"hsa-miR-196a-5p","SDCBP"
"hsa-miR-196a-5p","SPINT1"
"hsa-miR-196a-5p","TSPAN3"
"hsa-miR-196a-5p","TTC17"
"hsa-miR-196a-5p","VCAN"
"hsa-miR-196a-5p","VPS72"
"hsa-miR-196a-5p","VSNL1"
"hsa-miR-196a-5p","XBP1"
"hsa-miR-196b-5p","ABI2"
"hsa-miR-196b-5p","ABL2"
"hsa-miR-196b-5p","ABT1"
"hsa-miR-196b-5p","AHR"
"hsa-miR-196b-5p","AKAP11"
"hsa-miR-196b-5p","AKAP13"
"hsa-miR-196b-5p","AMOT"
"hsa-miR-196b-5p","ANXA1"
"hsa-miR-196b-5p","APAF1"
"hsa-miR-196b-5p","APBA1"
"hsa-miR-196b-5p","ARHGAP21"
"hsa-miR-196b-5p","ARL6IP1"
"hsa-miR-196b-5p","ASAP1"
"hsa-miR-196b-5p","ASCC3"
"hsa-miR-196b-5p","ATF4"
"hsa-miR-196b-5p","ATF7IP"
"hsa-miR-196b-5p","ATP2A2"
"hsa-miR-196b-5p","ATP2B4"
"hsa-miR-196b-5p","AXL"
"hsa-miR-196b-5p","BACH1"
"hsa-miR-196b-5p","BCL10"
"hsa-miR-196b-5p","BIRC6"
"hsa-miR-196b-5p","BLOC1S2"
"hsa-miR-196b-5p","BLZF1"
"hsa-miR-196b-5p","BMPR1A"
"hsa-miR-196b-5p","BMPR2"
"hsa-miR-196b-5p","BNC2"
"hsa-miR-196b-5p","BPTF"
"hsa-miR-196b-5p","BRAF"
"hsa-miR-196b-5p","CALD1"
"hsa-miR-196b-5p","CALU"
"hsa-miR-196b-5p","CASK"
"hsa-miR-196b-5p","CAV1"
"hsa-miR-196b-5p","CBX5"
"hsa-miR-196b-5p","CCND2"
"hsa-miR-196b-5p","CDC34"
"hsa-miR-196b-5p","CDC73"
"hsa-miR-196b-5p","CDR2"
"hsa-miR-196b-5p","CLCN5"
"hsa-miR-196b-5p","COL1A1"
"hsa-miR-196b-5p","COL1A2"
"hsa-miR-196b-5p","COL3A1"
"hsa-miR-196b-5p","CSNK1D"
"hsa-miR-196b-5p","CSNK2A1"
"hsa-miR-196b-5p","CTNND1"
"hsa-miR-196b-5p","DCP2"
"hsa-miR-196b-5p","DDX18"
"hsa-miR-196b-5p","DIAPH2"
"hsa-miR-196b-5p","DKK1"
"hsa-miR-196b-5p","DNM2"
"hsa-miR-196b-5p","DNPEP"
"hsa-miR-196b-5p","DST"
"hsa-miR-196b-5p","EBF1"
"hsa-miR-196b-5p","EEA1"
"hsa-miR-196b-5p","EEF2"
"hsa-miR-196b-5p","ELF2"
"hsa-miR-196b-5p","ELF4"
"hsa-miR-196b-5p","ELK4"
"hsa-miR-196b-5p","EPHA3"
"hsa-miR-196b-5p","EPS15"
"hsa-miR-196b-5p","ERBB2IP"
"hsa-miR-196b-5p","EXOC5"
"hsa-miR-196b-5p","FAS"
"hsa-miR-196b-5p","FBN1"
"hsa-miR-196b-5p","FOXJ3"
"hsa-miR-196b-5p","FOXP2"
"hsa-miR-196b-5p","G3BP1"
"hsa-miR-196b-5p","GARS"
"hsa-miR-196b-5p","GAS7"
"hsa-miR-196b-5p","GPS1"
"hsa-miR-196b-5p","GSPT1"
"hsa-miR-196b-5p","GTF2A1"
"hsa-miR-196b-5p","H2AFX"
"hsa-miR-196b-5p","HECTD1"
"hsa-miR-196b-5p","HIF1A"
"hsa-miR-196b-5p","HIP1"
"hsa-miR-196b-5p","HIPK3"
"hsa-miR-196b-5p","HMGA1"
"hsa-miR-196b-5p","HMGA2"
"hsa-miR-196b-5p","HOXA10"
"hsa-miR-196b-5p","HOXA5"
"hsa-miR-196b-5p","HOXA7"
"hsa-miR-196b-5p","HOXA9"
"hsa-miR-196b-5p","HOXC8"
"hsa-miR-196b-5p","HSD17B10"
"hsa-miR-196b-5p","IARS"
"hsa-miR-196b-5p","IGF1"
"hsa-miR-196b-5p","IGFBP3"
"hsa-miR-196b-5p","IGFBP7"
"hsa-miR-196b-5p","ING5"
"hsa-miR-196b-5p","IPO8"
"hsa-miR-196b-5p","ITGB1"
"hsa-miR-196b-5p","ITGB8"
"hsa-miR-196b-5p","JAM3"
"hsa-miR-196b-5p","JUNB"
"hsa-miR-196b-5p","KCNJ2"
"hsa-miR-196b-5p","KIF5B"
"hsa-miR-196b-5p","LATS1"
"hsa-miR-196b-5p","LMO7"
"hsa-miR-196b-5p","LNPEP"
"hsa-miR-196b-5p","LPAR1"
"hsa-miR-196b-5p","LPP"
"hsa-miR-196b-5p","MAP1A"
"hsa-miR-196b-5p","MAP2K2"
"hsa-miR-196b-5p","MAP3K2"
"hsa-miR-196b-5p","MAPK1"
"hsa-miR-196b-5p","MAPK8"
"hsa-miR-196b-5p","MCL1"
"hsa-miR-196b-5p","MED13"
"hsa-miR-196b-5p","MIER1"
"hsa-miR-196b-5p","MIS12"
"hsa-miR-196b-5p","MOAP1"
"hsa-miR-196b-5p","MRPS26"
"hsa-miR-196b-5p","MSH2"
"hsa-miR-196b-5p","MSH6"
"hsa-miR-196b-5p","MYO5A"
"hsa-miR-196b-5p","NAP1L1"
"hsa-miR-196b-5p","NF1"
"hsa-miR-196b-5p","NFATC3"
"hsa-miR-196b-5p","NOLC1"
"hsa-miR-196b-5p","NPAT"
"hsa-miR-196b-5p","NR2C2"
"hsa-miR-196b-5p","NR2F6"
"hsa-miR-196b-5p","NRAS"
"hsa-miR-196b-5p","NSD1"
"hsa-miR-196b-5p","NUFIP2"
"hsa-miR-196b-5p","OSMR"
"hsa-miR-196b-5p","P2RY1"
"hsa-miR-196b-5p","PAFAH1B2"
"hsa-miR-196b-5p","PAK2"
"hsa-miR-196b-5p","PALLD"
"hsa-miR-196b-5p","PAPOLA"
"hsa-miR-196b-5p","PAX3"
"hsa-miR-196b-5p","PDGFRA"
"hsa-miR-196b-5p","PEG10"
"hsa-miR-196b-5p","PLSCR4"
"hsa-miR-196b-5p","PMPCA"
"hsa-miR-196b-5p","POLR2D"
"hsa-miR-196b-5p","PPP1CA"
"hsa-miR-196b-5p","PPP1CC"
"hsa-miR-196b-5p","PPP2CA"
"hsa-miR-196b-5p","PPP2R1A"
"hsa-miR-196b-5p","PREB"
"hsa-miR-196b-5p","PRLR"
"hsa-miR-196b-5p","PSMB6"
"hsa-miR-196b-5p","PTPN2"
"hsa-miR-196b-5p","PTPRG"
"hsa-miR-196b-5p","PURA"
"hsa-miR-196b-5p","PVRL3"
"hsa-miR-196b-5p","RAB31"
"hsa-miR-196b-5p","RAC1"
"hsa-miR-196b-5p","RAD23B"
"hsa-miR-196b-5p","RANBP2"
"hsa-miR-196b-5p","RBPJ"
"hsa-miR-196b-5p","RDX"
"hsa-miR-196b-5p","REV3L"
"hsa-miR-196b-5p","RFX1"
"hsa-miR-196b-5p","RGL2"
"hsa-miR-196b-5p","RNF111"
"hsa-miR-196b-5p","ROCK1"
"hsa-miR-196b-5p","SATB2"
"hsa-miR-196b-5p","SCAMP1"
"hsa-miR-196b-5p","SDCBP"
"hsa-miR-196b-5p","SERTAD2"
"hsa-miR-196b-5p","SKI"
"hsa-miR-196b-5p","SKP2"
"hsa-miR-196b-5p","SMAD4"
"hsa-miR-196b-5p","SMARCC1"
"hsa-miR-196b-5p","SMC3"
"hsa-miR-196b-5p","SNAP91"
"hsa-miR-196b-5p","SNTB2"
"hsa-miR-196b-5p","SON"
"hsa-miR-196b-5p","SOS1"
"hsa-miR-196b-5p","SOX11"
"hsa-miR-196b-5p","SP1"
"hsa-miR-196b-5p","SP3"
"hsa-miR-196b-5p","SPG21"
"hsa-miR-196b-5p","SPRED1"
"hsa-miR-196b-5p","SSR1"
"hsa-miR-196b-5p","SSX2IP"
"hsa-miR-196b-5p","STAT3"
"hsa-miR-196b-5p","STK38"
"hsa-miR-196b-5p","STK40"
"hsa-miR-196b-5p","STUB1"
"hsa-miR-196b-5p","STX12"
"hsa-miR-196b-5p","SUV39H1"
"hsa-miR-196b-5p","SYNCRIP"
"hsa-miR-196b-5p","TAOK1"
"hsa-miR-196b-5p","TBL1XR1"
"hsa-miR-196b-5p","TBPL1"
"hsa-miR-196b-5p","TES"
"hsa-miR-196b-5p","TFRC"
"hsa-miR-196b-5p","TGFBR1"
"hsa-miR-196b-5p","TJP1"
"hsa-miR-196b-5p","TLE3"
"hsa-miR-196b-5p","TNFRSF11B"
"hsa-miR-196b-5p","TRPC3"
"hsa-miR-196b-5p","TRPM7"
"hsa-miR-196b-5p","TSC2"
"hsa-miR-196b-5p","U2AF2"
"hsa-miR-196b-5p","UBE2W"
"hsa-miR-196b-5p","VCAN"
"hsa-miR-196b-5p","VCL"
"hsa-miR-196b-5p","VIM"
"hsa-miR-196b-5p","VLDLR"
"hsa-miR-196b-5p","VSNL1"
"hsa-miR-196b-5p","WASL"
"hsa-miR-196b-5p","WIPF2"
"hsa-miR-196b-5p","XRN1"
"hsa-miR-196b-5p","YWHAB"
"hsa-miR-196b-5p","YY1"
"hsa-miR-196b-5p","ZBTB33"
"hsa-miR-196b-5p","ZBTB6"
"hsa-miR-196b-5p","ZMYND11"
"hsa-miR-196b-5p","ZNF148"
"hsa-miR-196b-5p","ZNF473"
"hsa-miR-196b-5p","ZNF512B"
"hsa-miR-197-5p","ACLY"
"hsa-miR-197-5p","ANAPC2"
"hsa-miR-197-5p","ARFRP1"
"hsa-miR-197-5p","ARIH1"
"hsa-miR-197-5p","ARL6IP1"
"hsa-miR-197-5p","ATP2A2"
"hsa-miR-197-5p","ATP6V1A"
"hsa-miR-197-5p","BAZ1B"
"hsa-miR-197-5p","BCL10"
"hsa-miR-197-5p","BCR"
"hsa-miR-197-5p","BIRC6"
"hsa-miR-197-5p","CAND1"
"hsa-miR-197-5p","CCT2"
"hsa-miR-197-5p","CDC27"
"hsa-miR-197-5p","CDC7"
"hsa-miR-197-5p","CHEK1"
"hsa-miR-197-5p","COL4A1"
"hsa-miR-197-5p","CPSF1"
"hsa-miR-197-5p","CSNK2A2"
"hsa-miR-197-5p","CTNND1"
"hsa-miR-197-5p","DR1"
"hsa-miR-197-5p","EIF4G2"
"hsa-miR-197-5p","ERCC6"
"hsa-miR-197-5p","FUS"
"hsa-miR-197-5p","GABPB1"
"hsa-miR-197-5p","GOLGA4"
"hsa-miR-197-5p","GTF2H3"
"hsa-miR-197-5p","HAAO"
"hsa-miR-197-5p","HIST2H2BE"
"hsa-miR-197-5p","HNRNPA0"
"hsa-miR-197-5p","HUWE1"
"hsa-miR-197-5p","IDH3B"
"hsa-miR-197-5p","IQGAP1"
"hsa-miR-197-5p","IRF3"
"hsa-miR-197-5p","ITGB1"
"hsa-miR-197-5p","KIF1B"
"hsa-miR-197-5p","KPNA6"
"hsa-miR-197-5p","KPNB1"
"hsa-miR-197-5p","LIG1"
"hsa-miR-197-5p","LNPEP"
"hsa-miR-197-5p","LRPAP1"
"hsa-miR-197-5p","LSM4"
"hsa-miR-197-5p","MAP4K2"
"hsa-miR-197-5p","MAPK1"
"hsa-miR-197-5p","MED16"
"hsa-miR-197-5p","NACC1"
"hsa-miR-197-5p","NDOR1"
"hsa-miR-197-5p","NONO"
"hsa-miR-197-5p","NRL"
"hsa-miR-197-5p","NUFIP2"
"hsa-miR-197-5p","PCYT1A"
"hsa-miR-197-5p","PHPT1"
"hsa-miR-197-5p","PILRB"
"hsa-miR-197-5p","PMPCA"
"hsa-miR-197-5p","POLA1"
"hsa-miR-197-5p","PPP2R1B"
"hsa-miR-197-5p","PRKCSH"
"hsa-miR-197-5p","PRKD2"
"hsa-miR-197-5p","PTEN"
"hsa-miR-197-5p","PURB"
"hsa-miR-197-5p","RAD23B"
"hsa-miR-197-5p","RBM41"
"hsa-miR-197-5p","RFX1"
"hsa-miR-197-5p","ROCK1"
"hsa-miR-197-5p","RRAD"
"hsa-miR-197-5p","RXRB"
"hsa-miR-197-5p","SET"
"hsa-miR-197-5p","SETD7"
"hsa-miR-197-5p","SH3BP2"
"hsa-miR-197-5p","SNAPC4"
"hsa-miR-197-5p","SOX11"
"hsa-miR-197-5p","SPAG9"
"hsa-miR-197-5p","SSR1"
"hsa-miR-197-5p","STX12"
"hsa-miR-197-5p","TAOK1"
"hsa-miR-197-5p","TBL1XR1"
"hsa-miR-197-5p","TCOF1"
"hsa-miR-197-5p","TNPO1"
"hsa-miR-197-5p","TOP2A"
"hsa-miR-197-5p","UBA2"
"hsa-miR-197-5p","UBE2G2"
"hsa-miR-197-5p","USO1"
"hsa-miR-197-5p","USP9X"
"hsa-miR-197-5p","WNK1"
"hsa-miR-197-5p","XPO5"
"hsa-miR-1972","HIRIP3"
"hsa-miR-1976","ADRBK2"
"hsa-miR-1976","ARL3"
"hsa-miR-1976","CEACAM5"
"hsa-miR-1976","CLUAP1"
"hsa-miR-1976","CSNK1E"
"hsa-miR-1976","KARS"
"hsa-miR-1976","KPNA6"
"hsa-miR-1976","KREMEN1"
"hsa-miR-1976","LZTR1"
"hsa-miR-1976","MYOZ3"
"hsa-miR-1976","NUP210"
"hsa-miR-1976","PARD6G"
"hsa-miR-1976","RXRA"
"hsa-miR-199a-5p","ABHD4"
"hsa-miR-199a-5p","ABL2"
"hsa-miR-199a-5p","ACTA2"
"hsa-miR-199a-5p","ACTG1"
"hsa-miR-199a-5p","ACTN1"
"hsa-miR-199a-5p","ACTR1B"
"hsa-miR-199a-5p","ACVR2A"
"hsa-miR-199a-5p","ADAM10"
"hsa-miR-199a-5p","AEBP2"
"hsa-miR-199a-5p","AGFG1"
"hsa-miR-199a-5p","AHR"
"hsa-miR-199a-5p","AIP"
"hsa-miR-199a-5p","AKAP11"
"hsa-miR-199a-5p","AKAP12"
"hsa-miR-199a-5p","AKAP13"
"hsa-miR-199a-5p","AKT1"
"hsa-miR-199a-5p","ALX4"
"hsa-miR-199a-5p","ANK3"
"hsa-miR-199a-5p","AP1S2"
"hsa-miR-199a-5p","AP3B1"
"hsa-miR-199a-5p","APP"
"hsa-miR-199a-5p","ARHGAP21"
"hsa-miR-199a-5p","ARHGAP29"
"hsa-miR-199a-5p","ARL15"
"hsa-miR-199a-5p","ASAP1"
"hsa-miR-199a-5p","ASRGL1"
"hsa-miR-199a-5p","ATF6"
"hsa-miR-199a-5p","ATF7IP"
"hsa-miR-199a-5p","ATN1"
"hsa-miR-199a-5p","ATP5B"
"hsa-miR-199a-5p","ATRX"
"hsa-miR-199a-5p","ATXN1"
"hsa-miR-199a-5p","ATXN1L"
"hsa-miR-199a-5p","ATXN7"
"hsa-miR-199a-5p","AUP1"
"hsa-miR-199a-5p","BACH1"
"hsa-miR-199a-5p","BCL11A"
"hsa-miR-199a-5p","BEND7"
"hsa-miR-199a-5p","BGN"
"hsa-miR-199a-5p","BRD2"
"hsa-miR-199a-5p","C19orf25"
"hsa-miR-199a-5p","C3"
"hsa-miR-199a-5p","CALD1"
"hsa-miR-199a-5p","CALU"
"hsa-miR-199a-5p","CAPN2"
"hsa-miR-199a-5p","CAV1"
"hsa-miR-199a-5p","CAV2"
"hsa-miR-199a-5p","CBFB"
"hsa-miR-199a-5p","CBL"
"hsa-miR-199a-5p","CCDC88C"
"hsa-miR-199a-5p","CCL2"
"hsa-miR-199a-5p","CDH2"
"hsa-miR-199a-5p","CDK6"
"hsa-miR-199a-5p","CDK9"
"hsa-miR-199a-5p","CHMP5"
"hsa-miR-199a-5p","CNN1"
"hsa-miR-199a-5p","CNOT6"
"hsa-miR-199a-5p","COL1A1"
"hsa-miR-199a-5p","COL4A5"
"hsa-miR-199a-5p","COL5A1"
"hsa-miR-199a-5p","COL6A1"
"hsa-miR-199a-5p","COL8A1"
"hsa-miR-199a-5p","COMT"
"hsa-miR-199a-5p","CREB1"
"hsa-miR-199a-5p","CSNK1D"
"hsa-miR-199a-5p","CSRP2"
"hsa-miR-199a-5p","CTGF"
"hsa-miR-199a-5p","CUX1"
"hsa-miR-199a-5p","CXXC5"
"hsa-miR-199a-5p","DCP2"
"hsa-miR-199a-5p","DDR1"
"hsa-miR-199a-5p","DDR2"
"hsa-miR-199a-5p","DDX3X"
"hsa-miR-199a-5p","DGCR2"
"hsa-miR-199a-5p","DIAPH2"
"hsa-miR-199a-5p","DLG1"
"hsa-miR-199a-5p","DST"
"hsa-miR-199a-5p","E2F3"
"hsa-miR-199a-5p","EBF1"
"hsa-miR-199a-5p","EDN1"
"hsa-miR-199a-5p","EEF1D"
"hsa-miR-199a-5p","EFEMP1"
"hsa-miR-199a-5p","EGR1"
"hsa-miR-199a-5p","EHD2"
"hsa-miR-199a-5p","EIF5A"
"hsa-miR-199a-5p","ELK3"
"hsa-miR-199a-5p","EML4"
"hsa-miR-199a-5p","ENOX2"
"hsa-miR-199a-5p","ENTPD6"
"hsa-miR-199a-5p","EPAS1"
"hsa-miR-199a-5p","EPHA7"
"hsa-miR-199a-5p","ERC1"
"hsa-miR-199a-5p","ERCC3"
"hsa-miR-199a-5p","ETS1"
"hsa-miR-199a-5p","ETS2"
"hsa-miR-199a-5p","ETV6"
"hsa-miR-199a-5p","EXOC4"
"hsa-miR-199a-5p","F9"
"hsa-miR-199a-5p","FAS"
"hsa-miR-199a-5p","FBN1"
"hsa-miR-199a-5p","FBXO28"
"hsa-miR-199a-5p","FEN1"
"hsa-miR-199a-5p","FER"
"hsa-miR-199a-5p","FGF7"
"hsa-miR-199a-5p","FKBP5"
"hsa-miR-199a-5p","FLT1"
"hsa-miR-199a-5p","FN1"
"hsa-miR-199a-5p","FNBP1"
"hsa-miR-199a-5p","FOS"
"hsa-miR-199a-5p","FRMD6"
"hsa-miR-199a-5p","FUT4"
"hsa-miR-199a-5p","FZD4"
"hsa-miR-199a-5p","GATA6"
"hsa-miR-199a-5p","GATAD2B"
"hsa-miR-199a-5p","GIGYF1"
"hsa-miR-199a-5p","GNA13"
"hsa-miR-199a-5p","GOLGA2"
"hsa-miR-199a-5p","GOT2"
"hsa-miR-199a-5p","GRIP1"
"hsa-miR-199a-5p","GSK3B"
"hsa-miR-199a-5p","HGF"
"hsa-miR-199a-5p","HHIP"
"hsa-miR-199a-5p","HIF1A"
"hsa-miR-199a-5p","HIP1R"
"hsa-miR-199a-5p","HIVEP1"
"hsa-miR-199a-5p","HLF"
"hsa-miR-199a-5p","HOXA7"
"hsa-miR-199a-5p","HOXA9"
"hsa-miR-199a-5p","HSP90AB1"
"hsa-miR-199a-5p","HSPA5"
"hsa-miR-199a-5p","HSPD1"
"hsa-miR-199a-5p","IGF1"
"hsa-miR-199a-5p","IGFBP5"
"hsa-miR-199a-5p","IL13RA1"
"hsa-miR-199a-5p","IL1RL1"
"hsa-miR-199a-5p","IQGAP1"
"hsa-miR-199a-5p","IQGAP2"
"hsa-miR-199a-5p","ITGA1"
"hsa-miR-199a-5p","ITGA4"
"hsa-miR-199a-5p","ITGA8"
"hsa-miR-199a-5p","ITGB8"
"hsa-miR-199a-5p","JAG1"
"hsa-miR-199a-5p","KALRN"
"hsa-miR-199a-5p","KIT"
"hsa-miR-199a-5p","KLF12"
"hsa-miR-199a-5p","KLF9"
"hsa-miR-199a-5p","KRAS"
"hsa-miR-199a-5p","KRT7"
"hsa-miR-199a-5p","KTN1"
"hsa-miR-199a-5p","LAMA5"
"hsa-miR-199a-5p","LAMC1"
"hsa-miR-199a-5p","LAX1"
"hsa-miR-199a-5p","LBR"
"hsa-miR-199a-5p","LNPEP"
"hsa-miR-199a-5p","LTBP1"
"hsa-miR-199a-5p","LZTS2"
"hsa-miR-199a-5p","MAFB"
"hsa-miR-199a-5p","MAFK"
"hsa-miR-199a-5p","MAP1S"
"hsa-miR-199a-5p","MAP3K11"
"hsa-miR-199a-5p","MAP3K2"
"hsa-miR-199a-5p","MAP3K4"
"hsa-miR-199a-5p","MAP4K5"
"hsa-miR-199a-5p","MAPK14"
"hsa-miR-199a-5p","MAPRE2"
"hsa-miR-199a-5p","MARCKS"
"hsa-miR-199a-5p","MARK2"
"hsa-miR-199a-5p","MARK4"
"hsa-miR-199a-5p","MATN2"
"hsa-miR-199a-5p","MCL1"
"hsa-miR-199a-5p","MCM6"
"hsa-miR-199a-5p","MDH2"
"hsa-miR-199a-5p","MEF2A"
"hsa-miR-199a-5p","MEF2C"
"hsa-miR-199a-5p","MEIS2"
"hsa-miR-199a-5p","MET"
"hsa-miR-199a-5p","MGA"
"hsa-miR-199a-5p","MIB1"
"hsa-miR-199a-5p","MID1"
"hsa-miR-199a-5p","MMP16"
"hsa-miR-199a-5p","MMP2"
"hsa-miR-199a-5p","MMP3"
"hsa-miR-199a-5p","MORF4L1"
"hsa-miR-199a-5p","MSN"
"hsa-miR-199a-5p","MTA1"
"hsa-miR-199a-5p","MTMR9"
"hsa-miR-199a-5p","MYBBP1A"
"hsa-miR-199a-5p","MYCBP2"
"hsa-miR-199a-5p","MYH9"
"hsa-miR-199a-5p","MYO10"
"hsa-miR-199a-5p","MYO9A"
"hsa-miR-199a-5p","NACC1"
"hsa-miR-199a-5p","NCKAP1"
"hsa-miR-199a-5p","NCOA4"
"hsa-miR-199a-5p","NDUFA13"
"hsa-miR-199a-5p","NEDD4"
"hsa-miR-199a-5p","NEFM"
"hsa-miR-199a-5p","NEK6"
"hsa-miR-199a-5p","NFE2L2"
"hsa-miR-199a-5p","NFIA"
"hsa-miR-199a-5p","NFIL3"
"hsa-miR-199a-5p","NID2"
"hsa-miR-199a-5p","NUP210"
"hsa-miR-199a-5p","OSR1"
"hsa-miR-199a-5p","PAK2"
"hsa-miR-199a-5p","PAK4"
"hsa-miR-199a-5p","PAPPA"
"hsa-miR-199a-5p","PARVA"
"hsa-miR-199a-5p","PAX3"
"hsa-miR-199a-5p","PBRM1"
"hsa-miR-199a-5p","PDE4D"
"hsa-miR-199a-5p","PDGFRA"
"hsa-miR-199a-5p","PELI2"
"hsa-miR-199a-5p","PHPT1"
"hsa-miR-199a-5p","PIK3R1"
"hsa-miR-199a-5p","PIN1"
"hsa-miR-199a-5p","PLAG1"
